CoreID,Reef,Transect,Distance,Core,Species,Tin,Contents,Dry_weight
YM2D_2_1_1,YM2D,2,1,1,Syringodium,3837,Roots,0.0928
YM3D_2_1_3,YM3D,2,1,3,Syringodium,3141,Blades,0.0863
YM3D_2_1_3,YM3D,2,1,3,Syringodium,1259,Rhizomes,0.9068
YM3D_2_1_3,YM3D,2,1,3,Syringodium,3906,Roots,0.1152
YM2C_1_1_3,YM2C,1,1,3,Syringodium,1175,Blades,0.051
YM2C_1_1_3,YM2C,1,1,3,Syringodium,1322,Rhizomes,0.1684
YM2C_1_1_3,YM2C,1,1,3,Syringodium,1921,Roots,0.0543
YM4B_1_1_1,YM4B,1,1,1,Syringodium,1343,Blades,0.0473
YM4B_1_1_1,YM4B,1,1,1,Syringodium,1658,Rhizomes,0.1156
YM4B_1_1_1,YM4B,1,1,1,Syringodium,1327,Roots,0.0531
YM2C_1_1_1,YM2C,1,1,1,Syringodium,1192,Blades,0.2421
YM2C_1_1_1,YM2C,1,1,1,Syringodium,3195,Rhizomes,0.362
YM2C_1_1_1,YM2C,1,1,1,Syringodium,3836,Roots,0.0709
YM1A_1_20_1,YM1A,1,20,1,Syringodium,3887,Blades,0.0133
YM1A_1_20_1,YM1A,1,20,1,Syringodium,3886,Rhizomes,0.05
YM1A_1_20_1,YM1A,1,20,1,Syringodium,1062,Roots,0.0093
YM1A_1_1_3,YM1A,1,1,3,Syringodium,3846,Blades,0.0181
YM1A_1_1_3,YM1A,1,1,3,Syringodium,3905,Rhizomes,0.1604
YM1A_1_1_3,YM1A,1,1,3,Syringodium,3055,Roots,0.0583
YM3C_1_1_1,YM3C,1,1,1,Syringodium,3806,Blades,0.1292
YM3C_1_1_1,YM3C,1,1,1,Syringodium,3805,Rhizomes,0.2538
YM3C_1_1_1,YM3C,1,1,1,Syringodium,3791,Roots,0.0354
YM2A_1_1_3,YM2A,1,1,3,Syringodium,3802,Blades,0.0084
YM2A_1_1_3,YM2A,1,1,3,Syringodium,3803,Rhizomes,0.0476
YM2A_1_1_3,YM2A,1,1,3,Syringodium,3819,Roots,0.0237
YM1A_1_1_1,YM1A,1,1,1,Syringodium,3793,Roots,0.0021
YM1A_1_1_1,YM1A,1,1,1,Syringodium,3820,Rhizomes,0.005
YM3C_2_20_2,YM3C,2,20,2,Syringodium,3807,Blades,0.0204
YM3C_2_20_2,YM3C,2,20,2,Syringodium,1170,Rhizomes,0.1205
YM3C_2_20_2,YM3C,2,20,2,Syringodium,3148,Roots,0.0206
YM3D_1_1_1,YM3D,1,1,1,Syringodium,896,Blades,0.0332
YM3D_1_1_1,YM3D,1,1,1,Syringodium,3162,Rhizomes,0.0605
YM3D_1_1_1,YM3D,1,1,1,Syringodium,3208,Roots,0.2712
YM4D_1_20_3,YM4D,1,20,3,Syringodium,3889,Blades,0.0161
YM4D_1_20_3,YM4D,1,20,3,Syringodium,1085,Rhizomes,0.1433
YM4D_1_20_3,YM4D,1,20,3,Syringodium,3179,Roots,0.0345
YM3A_1_1_1,YM3A,1,1,1,Syringodium,1338,Blades,0.0484
YM3A_1_1_1,YM3A,1,1,1,Syringodium,925,Rhizomes,0.1082
YM3A_1_1_1,YM3A,1,1,1,Syringodium,1096,Roots,0.0209
YM4C_2_1_2,YM4C,2,1,2,Syringodium,1683,Rhizomes,0.1984
YM4C_2_1_2,YM4C,2,1,2,Syringodium,1992,Blades,0.0704
YM4C_2_1_2,YM4C,2,1,2,Syringodium,1998,Roots,0.041
YM2B_1_20_1,YM2B,1,20,1,Syringodium,1769,Blades,0.0142
YM3B_1_1_2,YM3B,1,1,2,Syringodium,1407,Rhizomes,0.2199
YM3B_1_1_2,YM3B,1,1,2,Syringodium,1032,Blades,0.1507
YM3B_1_1_2,YM3B,1,1,2,Syringodium,1215,Roots,0.0352
YM4B_2_1_3,YM4B,2,1,3,Syringodium,3922,Rhizomes,0.2345
YM4B_2_1_3,YM4B,2,1,3,Syringodium,3948,Blades,0.048
YM4B_2_1_3,YM4B,2,1,3,Syringodium,3823,Roots,0.0749
YM4C_1_20_2,YM4C,1,20,2,Syringodium,2009,Rhizomes,0.0513
YM4C_1_20_2,YM4C,1,20,2,Syringodium,1923,Blades,0.0135
YM4C_1_20_2,YM4C,1,20,2,Syringodium,2011,Roots,0.0209
YM2B_1_1_1,YM2B,1,1,1,Syringodium,2046,Rhizomes,0.0296
YM2B_1_1_1,YM2B,1,1,1,Syringodium,2019,Blades,0.0106
YM2B_1_1_1,YM2B,1,1,1,Syringodium,2056,Roots,0.0025
YM4C_2_1_3,YM4C,2,1,3,Syringodium,3199,Rhizomes,0.4419
YM4C_2_1_3,YM4C,2,1,3,Syringodium,943,Blades,0.1425
YM4C_2_1_3,YM4C,2,1,3,Syringodium,1868,Roots,0.0691
YM4C_2_1_1,YM4C,2,1,1,Syringodium,3929,Rhizomes,0.0754
YM4C_2_1_1,YM4C,2,1,1,Syringodium,1109,Blades,0.0494
YM4C_2_1_1,YM4C,2,1,1,Syringodium,3214,Roots,0.0176
YM3A_2_1_2,YM3A,2,1,2,Syringodium,1857,Rhizomes,0.0345
YM3A_2_1_2,YM3A,2,1,2,Syringodium,3767,Blades,0.0297
YM3A_2_1_2,YM3A,2,1,2,Syringodium,3928,Roots,0.0375
YM2A_1_1_2,YM2A,1,1,2,Syringodium,993,Roots,0.0434
YM2A_1_1_2,YM2A,1,1,2,Syringodium,1276,Rhizomes,0.2005
YM2A_1_1_2,YM2A,1,1,2,Syringodium,3219,Blades,0.0496
YM4D_2_20_2,YM4D,2,20,2,Syringodium,1945,Roots,0.032
YM4D_2_20_2,YM4D,2,20,2,Syringodium,3835,Rhizomes,0.0966
YM4D_2_20_2,YM4D,2,20,2,Syringodium,1039,Blades,0.0191
YM2C_1_20_1,YM2C,1,20,1,Syringodium,1920,Roots,0.0145
YM2C_1_20_1,YM2C,1,20,1,Syringodium,1684,Rhizomes,0.0956
YM2C_1_20_1,YM2C,1,20,1,Syringodium,1328,Blades,0.01
YM1B_2_1_3,YM1B,2,1,3,Syringodium,3844,Roots,0.0497
YM1B_2_1_3,YM1B,2,1,3,Syringodium,3034,Rhizomes,0.0796
YM1B_2_1_3,YM1B,2,1,3,Syringodium,3047,Blades,0.029
YM4C_1_1_3,YM4C,1,1,3,Syringodium,3194,Roots,0.1123
YM4C_1_1_3,YM4C,1,1,3,Syringodium,3103,Rhizomes,0.5055
YM4C_1_1_3,YM4C,1,1,3,Syringodium,3152,Blades,0.2177
YM2A_2_1_2,YM2A,2,1,2,Syringodium,3842,Roots,0.0249
YM2A_2_1_2,YM2A,2,1,2,Syringodium,1058,Rhizomes,0.1525
YM2A_2_1_2,YM2A,2,1,2,Syringodium,937,Blades,0.0107
YM2D_2_1_3,YM2D,2,1,3,Syringodium,3812,Roots,0.0472
YM2D_2_1_3,YM2D,2,1,3,Syringodium,3878,Rhizomes,0.3173
YM2D_2_1_3,YM2D,2,1,3,Syringodium,3850,Blades,0.2071
YM3B_1_20_3,YM3B,1,20,3,Syringodium,1363,Roots,0.0221
YM3B_1_20_3,YM3B,1,20,3,Syringodium,3212,Rhizomes,0.1404
YM3B_1_20_3,YM3B,1,20,3,Syringodium,1105,Blades,0.0234
YM4B_2_1_2,YM4B,2,1,2,Syringodium,3175,Roots,0.1233
YM4B_2_1_2,YM4B,2,1,2,Syringodium,3875,Rhizomes,0.3737
YM4B_2_1_2,YM4B,2,1,2,Syringodium,1270,Blades,0.0741
YM3D_3_1_3,YM3D,3,1,3,Syringodium,3068,Roots,0.1326
YM3D_3_1_3,YM3D,3,1,3,Syringodium,3127,Rhizomes,0.5616
YM3D_3_1_3,YM3D,3,1,3,Syringodium,1657,Blades,0.088
YM4B_1_1_3,YM4B,1,1,3,Syringodium,899,Roots,0.0452
YM4B_1_1_3,YM4B,1,1,3,Syringodium,882,Rhizomes,0.2592
YM4B_1_1_3,YM4B,1,1,3,Syringodium,1131,Blades,0.0254
YM2D_1_20_1,YM2D,1,20,1,Syringodium,3024,Roots,0.0324
YM2D_1_20_1,YM2D,1,20,1,Syringodium,3801,Rhizomes,0.0826
YM2D_1_20_1,YM2D,1,20,1,Syringodium,1312,Blades,0.0317
YM3D_1_20_1,YM3D,1,20,1,Syringodium,1809,Roots,0.0029
YM4C_1_20_1,YM4C,1,20,1,Syringodium,2098,Roots,0.0041
YM1D_2_1_1,YM1D,2,1,1,Syringodium,1870,Blades,0.2333
YM1D_2_1_1,YM1D,2,1,1,Syringodium,1368,Rhizomes,0.7233
YM1D_2_1_1,YM1D,2,1,1,Syringodium,1839,Roots,0.2439
YM1D_2_1_2,YM1D,2,1,2,Syringodium,1086,Blades,0.2544
YM1D_2_1_2,YM1D,2,1,2,Syringodium,3205,Rhizomes,0.6813
YM1D_2_1_2,YM1D,2,1,2,Syringodium,3065,Roots,0.2271
YM1D_3_20_2,YM1D,3,20,2,Syringodium,3178,Blades,0.1495
YM1D_3_20_2,YM1D,3,20,2,Syringodium,3888,Rhizomes,0.6132
YM1D_3_20_2,YM1D,3,20,2,Syringodium,1238,Roots,0.1905
YM1C_2_1_3,YM1C,2,1,3,Syringodium,3781,Blades,0.3739
YM1C_2_1_3,YM1C,2,1,3,Syringodium,1913,Rhizomes,0.5855
YM1C_2_1_3,YM1C,2,1,3,Syringodium,1079,Rhizomes,0.5399
YM1C_2_1_3,YM1C,2,1,3,Syringodium,1349,Roots,0.4041
YM1D_1_1_2,YM1D,1,1,2,Syringodium,3087,Blades,0.097
YM1D_1_1_2,YM1D,1,1,2,Syringodium,1279,Rhizomes,0.3803
YM1D_1_1_2,YM1D,1,1,2,Syringodium,883,Roots,0.1649
YM1D_1_1_1,YM1D,1,1,1,Syringodium,1906,Blades,0.1831
YM1D_1_1_1,YM1D,1,1,1,Syringodium,1835,Rhizomes,0.4925
YM1D_1_1_1,YM1D,1,1,1,Syringodium,3960,Roots,0.1073
YM1D_1_1_3,YM1D,1,1,3,Syringodium,1316,Blades,0.3069
YM1D_1_1_3,YM1D,1,1,3,Syringodium,1069,Rhizomes,0.5846
YM1D_1_1_3,YM1D,1,1,3,Syringodium,1239,Roots,0.1203
YM1C_2_1_2,YM1C,2,1,2,Syringodium,1204,Blades,0.3396
YM1C_2_1_2,YM1C,2,1,2,Syringodium,1291,Rhizomes,0.736
YM1C_2_1_2,YM1C,2,1,2,Syringodium,1292,Roots,0.2149
YM1D_2_1_3,YM1D,2,1,3,Syringodium,963,Blades,0.409
YM1D_2_1_3,YM1D,2,1,3,Syringodium,1387,Rhizomes,0.9043
YM1D_2_1_3,YM1D,2,1,3,Syringodium,914,Roots,0.1718
YM1C_1_1_2,YM1C,1,1,2,Syringodium,1228,Blades,0.0991
YM1C_1_1_2,YM1C,1,1,2,Syringodium,1236,Rhizomes,0.6355
YM1C_1_1_2,YM1C,1,1,2,Syringodium,1040,Roots,0.1687
YM3D_2_1_2,YM3D,2,1,2,Syringodium,3106,Blades,0.0561
YM3D_2_1_2,YM3D,2,1,2,Syringodium,1031,Rhizomes,1.0017
YM3D_2_1_2,YM3D,2,1,2,Syringodium,1332,Roots,0.1511
YM4C_1_1_2,YM4C,1,1,2,Syringodium,3169,Blades,0.1453
YM4C_1_1_2,YM4C,1,1,2,Syringodium,1674,Rhizomes,0.5384
YM4C_1_1_2,YM4C,1,1,2,Syringodium,1033,Roots,0.1122
YM3D_1_1_3,YM3D,1,1,3,Syringodium,1120,Blades,0.0579
YM3D_1_1_3,YM3D,1,1,3,Syringodium,1364,Rhizomes,0.4129
YM3D_1_1_3,YM3D,1,1,3,Syringodium,1402,Roots,0.1972
YM4D_2_1_3,YM4D,2,1,3,Syringodium,994,Blades,0.2231
YM4D_2_1_3,YM4D,2,1,3,Syringodium,1725,Rhizomes,0.6257
YM4D_2_1_3,YM4D,2,1,3,Syringodium,1014,Roots,0.0711
YM2B_1_1_2,YM2B,1,1,2,Syringodium,1865,Blades,0.1336
YM2B_1_1_2,YM2B,1,1,2,Syringodium,3903,Rhizomes,0.3812
YM2B_1_1_2,YM2B,1,1,2,Syringodium,1146,Roots,0.1549
YM4D_2_1_2,YM4D,2,1,2,Syringodium,1007,Blades,0.1236
YM4D_2_1_2,YM4D,2,1,2,Syringodium,3080,Rhizomes,0.6881
YM4D_2_1_2,YM4D,2,1,2,Syringodium,3147,Roots,0.0904
YM2C_2_1_1,YM2C,2,1,1,Syringodium,3114,Blades,0.24
YM2C_2_1_1,YM2C,2,1,1,Syringodium,1258,Rhizomes,0.6141
YM2C_2_1_1,YM2C,2,1,1,Syringodium,1154,Roots,0.0386
YM2D_1_1_1,YM2D,1,1,1,Syringodium,3001,Blades,0.178
YM2D_1_1_1,YM2D,1,1,1,Syringodium,1676,Rhizomes,0.3679
YM2D_1_1_1,YM2D,1,1,1,Syringodium,1132,Roots,0.0531
YM3D_1_1_2,YM3D,1,1,2,Syringodium,3822,Blades,0.0515
YM3D_1_1_2,YM3D,1,1,2,Syringodium,1318,Rhizomes,0.4179
YM3D_1_1_2,YM3D,1,1,2,Syringodium,3207,Roots,0.0705
YM4D_1_1_1,YM4D,1,1,1,Syringodium,2048,Blades,0.0515
YM4D_1_1_1,YM4D,1,1,1,Syringodium,932,Rhizomes,0.2736
YM4D_1_1_1,YM4D,1,1,1,Syringodium,2087,Roots,0.0458
YM1D_1_20_1,YM1D,1,20,1,Syringodium,1392,Blades,0.1448
YM1D_1_20_1,YM1D,1,20,1,Syringodium,1177,Rhizomes,0.5956
YM1D_1_20_1,YM1D,1,20,1,Syringodium,1380,Roots,0.1186
YM2A_2_1_1,YM2A,2,1,1,Syringodium,980,Blades,0.0531
YM2A_2_1_1,YM2A,2,1,1,Syringodium,1907,Rhizomes,0.234
YM2A_2_1_1,YM2A,2,1,1,Syringodium,3164,Roots,0.0494
YM2D_2_1_2,YM2D,2,1,2,Syringodium,1943,Blades,0.1318
YM2D_2_1_2,YM2D,2,1,2,Syringodium,1144,Rhizomes,0.3041
YM2D_2_1_2,YM2D,2,1,2,Syringodium,898,Roots,0.0396
YM2B_3_1_3,YM2B,3,1,3,Syringodium,1003,Blades,0.1034
YM2B_3_1_3,YM2B,3,1,3,Syringodium,1687,Rhizomes,0.5985
YM2B_3_1_3,YM2B,3,1,3,Syringodium,876,Roots,0.0754
YM4B_1_1_2,YM4B,1,1,2,Syringodium,1214,Blades,0.0538
YM4B_1_1_2,YM4B,1,1,2,Syringodium,3839,Rhizomes,0.4027
YM4B_1_1_2,YM4B,1,1,2,Syringodium,941,Roots,0.0937
YM2B_1_20_2,YM2B,1,20,2,Syringodium,1961,Roots,0.0039
YM4D_2_1_1,YM4D,2,1,1,Syringodium,979,Blades,0.0807
YM4D_2_1_1,YM4D,2,1,1,Syringodium,1398,Rhizomes,0.3567
YM4D_2_1_1,YM4D,2,1,1,Syringodium,2068,Roots,0.0235
YM4D_1_1_3,YM4D,1,1,3,Syringodium,3029,Blades,0.0454
YM4D_1_1_3,YM4D,1,1,3,Syringodium,917,Rhizomes,0.5081
YM4D_1_1_3,YM4D,1,1,3,Syringodium,1972,Roots,0.0267
YM4D_2_20_3,YM4D,2,20,3,Syringodium,1990,Blades,0.0098
YM4D_2_20_3,YM4D,2,20,3,Syringodium,3140,Rhizomes,0.1322
YM4D_2_20_3,YM4D,2,20,3,Syringodium,995,Roots,0.0312
YM4C_1_1_1,YM4C,1,1,1,Syringodium,1066,Blades,0.0692
YM4C_1_1_1,YM4C,1,1,1,Syringodium,1095,Rhizomes,0.2821
YM4C_1_1_1,YM4C,1,1,1,Syringodium,3170,Roots,0.0613
YM4D_1_1_2,YM4D,1,1,2,Syringodium,978,Blades,0.0776
YM4D_1_1_2,YM4D,1,1,2,Syringodium,3883,Rhizomes,0.4132
YM4D_1_1_2,YM4D,1,1,2,Syringodium,3882,Roots,0.0694
YM2D_1_1_2,YM2D,1,1,2,Syringodium,1826,Blades,0.0898
YM2D_1_1_2,YM2D,1,1,2,Syringodium,911,Rhizomes,0.4258
YM2D_1_1_2,YM2D,1,1,2,Syringodium,3084,Roots,0.0782
YM2A_1_1_1,YM2A,1,1,1,Syringodium,3899,Blades,0.063
YM2A_1_1_1,YM2A,1,1,1,Syringodium,3125,Rhizomes,0.1832
YM2A_1_1_1,YM2A,1,1,1,Syringodium,1668,Roots,0.0575
YM1A_2_1_3,YM1A,2,1,3,Syringodium,3004,Blades,0.0414
YM1A_2_1_3,YM1A,2,1,3,Syringodium,909,Rhizomes,0.1061
YM1A_2_1_3,YM1A,2,1,3,Syringodium,1946,Roots,0.0166
YM2B_1_20_3,YM2B,1,20,3,Syringodium,2018,Blades,0.005
YM2B_1_20_3,YM2B,1,20,3,Syringodium,3002,Rhizomes,0.045
YM2B_1_20_3,YM2B,1,20,3,Syringodium,1060,Roots,0.037
YM2A_2_20_3,YM2A,2,20,3,Syringodium,928,Blades,0.0344
YM2A_2_20_3,YM2A,2,20,3,Syringodium,3123,Rhizomes,0.189
YM2A_2_20_3,YM2A,2,20,3,Syringodium,3007,Roots,0.0215
YM2D_1_1_3,YM2D,1,1,3,Syringodium,3881,Blades,0.1585
YM2D_1_1_3,YM2D,1,1,3,Syringodium,1251,Rhizomes,0.4901
YM2D_1_1_3,YM2D,1,1,3,Syringodium,1253,Roots,0.0384
YM3B_1_1_1,YM3B,1,1,1,Syringodium,850,Blades,0.1086
YM3B_1_1_1,YM3B,1,1,1,Syringodium,3864,Rhizomes,0.1412
YM3B_1_1_1,YM3B,1,1,1,Syringodium,1195,Roots,0.0236
YM3C_1_1_2,YM3C,1,1,2,Syringodium,953,Blades,0.0294
YM3C_1_1_2,YM3C,1,1,2,Syringodium,1667,Rhizomes,0.2432
YM3C_1_1_2,YM3C,1,1,2,Syringodium,1399,Roots,0.0589
YM2C_1_1_2,YM2C,1,1,2,Syringodium,1947,Blades,0.1838
YM2C_1_1_2,YM2C,1,1,2,Syringodium,3769,Rhizomes,0.2609
YM2C_1_1_2,YM2C,1,1,2,Syringodium,982,Roots,0.0772
YM4D_3_20_1,,,,,,,Blades,0
YM3C_3_20_3,,,,,,,Blades,0
YM1D_3_20_1,,,,,,,Blades,0
YM1B_3_20_1,,,,,,,Blades,0
YM3D_3_20_2,,,,,,,Blades,0
YM1C_3_20_1,,,,,,,Blades,0
YM1B_3_1_2,,,,,,,Blades,0
YM3B_3_20_1,,,,,,,Blades,0
YM4A_2_20_1,,,,,,,Blades,0
YM3A_2_1_1,,,,,,,Blades,0
YM1B_2_20_1,,,,,,,Blades,0
YM3A_2_1_3,,,,,,,Blades,0
YM4C_2_20_1,,,,,,,Blades,0
YM4A_2_20_2,,,,,,,Blades,0
YM4A_3_1_2,,,,,,,Blades,0
YM2B_3_20_2,,,,,,,Blades,0
YM1C_3_20_3,,,,,,,Blades,0
YM4B_2_20_2,,,,,,,Blades,0
YM4A_2_1_2,,,,,,,Blades,0
YM1B_3_1_3,,,,,,,Blades,0
YM3B_3_1_2,,,,,,,Blades,0
YM1B_3_1_1,,,,,,,Blades,0
YM3A_1_1_2,,,,,,,Blades,0
YM4A_1_20_3,,,,,,,Blades,0
YM1B_2_20_2,,,,,,,Blades,0
YM2A_2_20_1,,,,,,,Blades,0
YM4A_2_1_3,,,,,,,Blades,0
YM1A_3_20_3,,,,,,,Blades,0
YM4B_3_20_1,,,,,,,Blades,0
YM4C_3_20_1,,,,,,,Blades,0
YM4B_3_20_2,,,,,,,Blades,0
YM1C_3_20_2,,,,,,,Blades,0
YM3A_3_1_1,,,,,,,Blades,0
YM3B_3_1_1,,,,,,,Blades,0
YM4A_2_1_1,,,,,,,Blades,0
YM1A_2_1_1,,,,,,,Blades,0
YM4A_1_1_1,,,,,,,Blades,0
YM2D_1_20_3,,,,,,,Blades,0
YM4A_1_1_2,,,,,,,Blades,0
YM2A_2_20_2,,,,,,,Blades,0
YM1B_1_1_3,,,,,,,Blades,0
YM3D_3_20_1,,,,,,,Blades,0
YM3B_3_20_3,,,,,,,Blades,0
YM4A_3_1_1,,,,,,,Blades,0
YM4C_3_20_2,,,,,,,Blades,0
YM4B_3_20_3,,,,,,,Blades,0
YM4A_3_20_1,,,,,,,Blades,0
YM2D_2_20_2,,,,,,,Blades,0
YM1C_1_20_1,,,,,,,Blades,0
YM3D_2_20_3,,,,,,,Blades,0
YM4A_1_20_1,,,,,,,Blades,0
YM2D_1_20_2,,,,,,,Blades,0
YM4A_1_1_3,,,,,,,Blades,0
YM1A_1_20_3,,,,,,,Blades,0
YM2C_1_20_2,,,,,,,Blades,0
YM4A_1_20_2,,,,,,,Blades,0
YM1B_1_1_2,,,,,,,Blades,0
YM2C_1_20_3,,,,,,,Blades,0
YM3D_1_20_2,,,,,,,Blades,0
