Contents,CoreID,N,d15N,C,d13C
Blades,YM4B_3_20_3,1.785332825,0.504802709,41.48604495,-8.455656221
Blades,YM4C_1_1_1,1.605014365,1.081909716,40.50105243,-11.84403538
Blades,YM4C_1_1_2,1.710409247,0.515017217,42.05257296,-12.55960354
Blades,YM4C_1_1_3,1.626279344,0.554781259,41.79152021,-11.56488517
Blades,YM4C_1_20_1,1.282479897,0.924892729,39.86192447,-8.347777237
Blades,YM4C_1_20_2,1.471576956,0.637368116,41.67234714,-7.244937305
Blades,YM4C_1_20_3,1.470028335,-0.659551415,41.42878452,-7.097498812
Blades,YM4C_2_1_1,1.698147492,1.057828274,42.29163282,-11.87876402
Blades,YM4C_2_1_2,1.62742254,1.351708102,41.00597878,-10.86159385
Blades,YM4C_2_1_3,1.59418798,0.986646309,40.8803768,-11.89459546
Blades,YM4C_2_20_1,1.571625059,0.745644513,41.03314231,-7.687389651
Blades,YM4C_2_20_2,1.450342169,0.786319921,41.21242701,-7.076889654
Blades,YM4C_2_20_3,1.542306195,0.640905335,41.11712691,-7.898145727
Blades,YM4C_3_1_1,1.820159426,1.577998339,42.19873622,-12.3927274
Blades,YM4C_3_1_2,1.669036102,1.466628981,41.66944568,-11.56751569
Blades,YM4C_3_1_3,1.74677168,1.487890404,42.10301844,-10.50285408
Blades,YM4C_3_20_1,1.388945436,1.156819676,41.28666146,-7.225754369
Blades,YM4C_3_20_2,1.507205462,0.940155653,41.63185439,-6.899231754
Blades,YM4C_3_20_3,1.44044947,1.947542117,41.87625743,-7.280174805
Blades,YM4D_1_1_1,1.683201855,1.09822317,41.74327417,-10.50431094
Blades,YM4D_1_1_2,1.603503445,1.40715919,41.96606128,-9.500746257
Blades,YM4D_1_1_3,1.53933503,0.712817837,41.97119097,-9.883103417
Blades,YM4D_1_20_1,1.457620809,-0.453594068,41.14750972,-8.068627023
Blades,YM4D_1_20_2,1.341689472,0.243806057,41.17578971,-7.633192005
Blades,YM4D_1_20_3,1.647009483,-0.672806096,42.65019501,-7.45233412
Blades,YM4D_2_1_1,1.684823462,2.712300521,40.93939492,-10.98329806
Blades,YM4D_2_1_2,1.721299543,1.408653674,40.06117778,-10.78441557
Blades,YM4D_2_1_2,1.738374476,1.454413508,40.67942536,-10.62906954
Blades,YM4D_2_1_2,1.741560343,1.433058919,40.49408474,-10.65479563
Blades,YM4D_2_1_3,1.716630231,2.157081193,40.89465378,-11.82137504
Blades,YM4D_2_20_1,1.590782886,0.959190408,41.4611299,-7.818988515
Blades,YM4D_2_20_2,1.533580616,-0.53359709,41.36658442,-7.345034709
Blades,YM4D_2_20_3,1.441445829,-0.34852398,40.85857074,-7.74873649
Blades,YM4D_3_1_1,1.642107462,1.151734214,42.74916379,-9.863280363
Blades,YM4D_3_1_2,1.748624074,1.442330212,42.28833551,-10.91150208
Blades,YM4D_3_1_2,1.788056075,1.372177699,42.51504387,-10.65606451
Blades,YM4D_3_1_3,1.891455332,2.004047966,41.99309606,-11.00404594
Blades,YM4D_3_20_1,1.541697919,-0.120890592,41.87062976,-7.015988325
Blades,YM4D_3_20_2,1.57728044,0.090711188,42.01367035,-6.931884015
Blades,YM4D_3_20_3,1.472239975,0.247640737,40.96871545,-8.111323281
