Reef,Transect,Distance,Core,Contents,P,SampleID
YM3C,3,20,3,Rt,0.020510159,YM3C_3_20_3_Rt
YM3D,3,20,1,S,0.046284503,YM3D_3_20_1_S
YM3D,3,20,1,Rz,0.037998012,YM3D_3_20_1_Rz
YM3D,3,20,1,Rt,0.019242435,YM3D_3_20_1_Rt
YM3D,3,20,2,S,0.032546095,YM3D_3_20_2_S
YM3D,3,20,2,Rz,0.020177446,YM3D_3_20_2_Rz
YM3D,3,20,2,Rt,0.019810982,YM3D_3_20_2_Rt
YM3D,3,20,3,S,0.029170407,YM3D_3_20_3_S
YM3D,3,20,3,Rz,0.018017868,YM3D_3_20_3_Rz
YM3D,3,20,3,Rt,0.015802962,YM3D_3_20_3_Rt
YM2D,3,20,2,Rz,0.026677115,YM2D_3_20_2_Rz
YM4A,3,20,1,Rz,0.028248919,YM4A_3_20_1_Rz
YM4A,3,20,1,S,0.040642972,YM4A_3_20_1_S
YM4A,3,20,1,Rt,0.019948438,YM4A_3_20_1_Rt
YM4A,3,20,2,S,0.044521146,YM4A_3_20_2_S
YM4A,3,20,2,Rz,0.055444802,YM4A_3_20_2_Rz
YM4A,3,20,2,Rt,0.021815055,YM4A_3_20_2_Rt
YM4A,3,20,3,S,0.041679554,YM4A_3_20_3_S
YM4A,3,20,3,Rz,0.035987167,YM4A_3_20_3_Rz
YM4A,3,20,3,Rt,0.021611911,YM4A_3_20_3_Rt
YM4B,3,20,1,S,0.036899662,YM4B_3_20_1_S
YM4A,3,20,1,Rz,0.028422864,YM4A_3_20_1_Rz
YM4B,3,20,1,Rz,0.036033366,YM4B_3_20_1_Rz
YM4B,3,20,1,Rt,0.02027198,YM4B_3_20_1_Rt
YM4B,3,20,2,S,0.031632856,YM4B_3_20_2_S
YM4B,3,20,2,Rz,0.032708494,YM4B_3_20_2_Rz
YM4B,3,20,2,Rt,0.018278485,YM4B_3_20_2_Rt
YM4B,3,20,3,S,0.019914742,YM4B_3_20_3_S
YM4B,3,20,3,Rz,0.020278694,YM4B_3_20_3_Rz
YM4B,3,20,3,Rt,0.014085794,YM4B_3_20_3_Rt
YM4C,3,20,1,S,0.049449685,YM4C_3_20_1_S
YM4C,3,20,1,Rz,0.046793012,YM4C_3_20_1_Rz
YM4C,3,20,1,Rt,0.018760089,YM4C_3_20_1_Rt
YM4C,3,20,2,S,0.022082776,YM4C_3_20_2_S
YM4C,3,20,2,Rz,0.067397023,YM4C_3_20_2_Rz
YM4C,3,20,2,Rt,0.019721598,YM4C_3_20_2_Rt
YM4C,3,20,3,S,0.031264512,YM4C_3_20_3_S
YM4C,3,20,3,Rz,0.022999299,YM4C_3_20_3_Rz
YM4C,3,20,3,Rt,0.020260495,YM4C_3_20_3_Rt
YM4D,3,20,1,S,0.035831172,YM4D_3_20_1_S
YM4D,3,20,1,Rz,0.024789781,YM4D_3_20_1_Rz
YM4D,3,20,1,Rt,0.019522083,YM4D_3_20_1_Rt
YM4D,3,20,2,S,0.039715163,YM4D_3_20_2_S
YM4A,3,20,1,Rz,0.029991217,YM4A_3_20_1_Rz
YM4D,3,20,2,Rz,0.032524804,YM4D_3_20_2_Rz
YM4D,3,20,2,Rt,0.019562018,YM4D_3_20_2_Rt
YM4D,3,20,3,S,0.042789331,YM4D_3_20_3_S
YM4D,3,20,3,Rz,0.028632517,YM4D_3_20_3_Rz
YM4D,3,20,3,Rt,0.021593054,YM4D_3_20_3_Rt
