SampleID,N,d15N,C,d13C
YM3B_2_20_3_S,0.71193067,-0.829613942,36.47691901,-7.512431479
YM3B_3_1_1_Rt,0.814336212,0.516047899,38.63552445,-8.222462065
YM3B_3_1_1_Rz,0.850195161,0.519073324,35.99326808,-8.181016288
YM3B_3_1_1_S,0.946621632,1.555785614,38.4500877,-10.13686222
YM3B_3_1_2_Rt,0.907991611,0.745980197,38.77944943,-7.69748223
YM3B_3_1_2_Rz,0.586455453,1.019276919,37.43688531,-7.021521352
YM3B_3_1_2_S,0.917951515,1.685878888,39.1260093,-9.597080317
YM3B_3_1_3_Rt,0.911855567,0.636056423,38.55546286,-7.292892507
YM3B_3_1_3_Rz,0.653563916,0.188293528,34.65259958,-7.355061172
YM3B_3_1_3_S,0.917585805,0.771192072,40.38993984,-8.286604338
YM3B_3_20_1_Rt,1.058682895,-0.021047784,39.58402554,-6.321460863
YM3B_3_20_1_Rz,0.599113186,0.196223379,37.86789887,-6.896093668
YM3B_3_20_1_S,0.803888065,0.49621705,41.11582831,-6.914885446
YM3B_3_20_2_Rt,0.734980576,-0.006097934,38.91037903,-7.421274424
YM3B_3_20_2_Rz,0.500093589,0.755347796,37.12416145,-6.808069021
YM3B_3_20_2_Rz,0.486951113,0.849033527,37.11200913,-6.680482736
YM3B_3_20_2_Rz,0.496598949,0.749367856,37.42524399,-6.743781358
YM3B_3_20_2_S,0.790988261,0.527113409,40.3002706,-7.023679953
YM3B_3_20_3_Rt,0.831402584,0.195226723,38.68698307,-6.398606059
YM3B_3_20_3_Rz,0.526010098,0.225126424,39.80229649,-6.512345771
YM3B_3_20_3_S,0.926044253,0.289909111,40.88173724,-6.503444402
YM3C_1_1_1_Rt,0.872813558,0.918180388,35.38287977,-8.083546934
YM3C_1_1_1_Rz,0.616270601,1.159706306,36.83449705,-8.827430992
YM3C_1_1_1_S,0.894934255,1.08429315,37.94612376,-9.254201129
YM3C_1_1_2_Rt,0.787730955,1.329895456,34.64198318,-8.336447756
YM3C_1_1_2_Rz,0.644867045,1.107732375,36.59688627,-8.488583406
YM3C_1_1_2_S,0.836044439,0.966077933,35.47167241,-9.426094657
YM3C_1_1_2_S,0.837525734,0.823404395,35.5566679,-9.307547396
YM3C_1_1_2_S,0.857166868,0.794869687,35.4799227,-9.267043749
YM3C_1_1_3_Rt,0.827324054,0.539076414,36.60773663,-7.483895375
YM3C_1_1_3_Rz,0.625539447,2.29599913,34.86562924,-9.024021865
YM3C_1_1_3_S,0.88618428,1.287093394,37.21897335,-9.26210428
YM3C_1_20_1_Rt,0.90607496,0.120271283,35.30686132,-6.383282696
YM3C_1_20_1_Rz,0.541764444,0.466328754,35.17132512,-7.101396997
YM3C_1_20_1_S,0.762549417,0.65204288,39.34038191,-7.198600314
YM3C_1_20_2_Rt,0.948535502,-0.476449516,35.5260582,-6.334681038
YM3C_1_20_2_Rz,0.514326372,0.988966869,33.78258696,-6.434859966
YM3C_1_20_2_S,0.742006692,0.090841176,38.24834606,-6.930795257
YM3C_1_20_3_Rt,0.889170979,-0.214623043,35.04975503,-6.109526416
YM3C_1_20_3_Rz,0.563807025,0.5262038,37.01619977,-6.905006622
YM3C_1_20_3_S,0.743921864,0.422691008,37.94073139,-7.096437644
YM3C_2_1_1_Rt,0.799584423,0.680549598,34.90126968,-8.192880041
YM3C_2_1_1_Rz,0.506895097,1.460054498,37.06050924,-8.713280817
YM3C_2_1_1_S,0.765308895,0.877112066,35.86421106,-9.116419353
YM3C_2_1_2_Rt,0.78458808,0.186998845,34.46938856,-8.183061158
YM3C_2_1_2_Rz,0.380591447,0.397648342,34.12051549,-7.650877723
YM3C_2_1_2_S,0.748570801,0.391542559,34.52551665,-11.04624731
YM3C_2_1_3_Rt,0.764069919,0.095412108,33.09557399,-8.24982956
YM3C_2_1_3_Rz,0.460386838,0.703955097,35.52268783,-9.169858856
YM3C_2_1_3_S,0.93986682,0.737536901,36.73236188,-9.64116522
YM3C_2_20_1_Rt,0.853284863,-0.695286727,35.56428819,-6.544289658
YM3C_2_20_1_Rz,0.542456296,0.426141993,33.77243362,-6.830019141
YM3C_2_20_1_S,0.779101264,-0.722762748,38.29869688,-7.559562115
YM3C_2_20_2_Rt,0.82983695,-0.7278509,35.73332685,-6.68960912
YM3C_2_20_2_Rz,0.636651749,-0.869301528,37.37068523,-7.703899689
YM3C_2_20_2_S,0.709766867,-0.620999706,37.82795785,-7.59098254
YM3C_2_20_3_Rt,0.879646993,-0.321816363,35.21023336,-6.322382912
YM3C_2_20_3_Rz,0.703731723,-0.445967274,35.28893421,-7.139313942
YM3C_2_20_3_S,0.876121189,0.134082064,37.51701819,-7.361220688
YM3C_3_1_1_Rt,0.888015717,0.92851417,38.98109704,-7.031389394
YM3C_3_1_1_Rz,0.425011766,0.975912495,37.19377706,-7.719191922
YM3C_3_1_1_S,0.993806815,1.264336342,40.18225745,-8.754349529
YM3C_3_1_2_Rt,0.993107361,0.712700522,38.6521983,-6.667258644
YM3C_3_1_2_Rz,0.56679466,1.024319294,36.88414962,-6.989943618
YM3C_3_1_2_Rz,0.567745835,1.124158318,36.97823059,-7.021521352
YM3C_3_1_2_Rz,0.567760111,1.322827891,37.23686297,-7.236644668
YM3C_3_1_2_S,1.064017352,1.384344866,39.73895259,-7.566237271
YM3C_3_1_3_Rt,0.9807633,0.589666574,37.94085084,-6.756071022
YM3C_3_1_3_Rz,0.590701977,1.115082043,37.61350787,-6.545881727
YM3C_3_1_3_S,0.939778058,1.359132991,39.98671047,-8.590540032
YM3C_3_20_1_Rt,0.850477362,-0.435656978,37.05720239,-6.270030733
YM3C_3_20_1_Rz,0.528702006,-0.184499485,36.33811639,-6.495532074
YM3C_3_20_1_S,0.822427011,0.228116394,39.71014024,-7.241268967
YM3C_3_20_2_Rt,0.873407935,-0.121710112,35.93818245,-6.351132092
YM3C_3_20_2_Rz,0.520510076,0.086591141,34.91372966,-7.028625158
YM3C_3_20_2_S,0.717113095,-0.852259484,38.50748896,-6.945545717
YM3C_3_20_3_Rt,0.812305899,0.023801768,37.75902043,-6.270030733
YM3C_3_20_3_Rz,0.489177036,0.389574782,38.36149537,-6.976205987
YM3C_3_20_3_S,0.924736024,1.093214422,39.65745818,-6.983129273
YM3D_1_1_1_Rt,0.772318404,0.651177052,35.42261673,-7.583672653
YM3D_1_1_1_Rz,0.497658584,0.145705087,35.8968751,-8.452031334
YM3D_1_1_1_S,0.897358036,0.412708423,36.40331198,-9.196903287
YM3D_1_1_2_Rt,0.794118972,0.003031549,36.37790707,-7.855343457
YM3D_1_1_2_Rz,0.501249269,0.776525946,36.34662075,-8.83730993
YM3D_1_1_2_S,0.950767728,-0.947785675,36.35489323,-8.667392191
YM3D_1_1_3_Rt,0.826474065,0.719456531,33.35427283,-7.784215101
YM3D_1_1_3_Rz,0.697699227,0.462644162,36.66254815,-8.87583779
YM3D_1_1_3_S,0.913087331,0.958944256,37.06872648,-9.116883886
YM3D_1_20_1_Rt,1.013746962,-0.740305652,36.67413361,-6.008355616
YM3D_1_20_1_Rz,0.534444581,0.018788154,34.45386366,-6.410063202
YM3D_1_20_1_S,0.701394132,-0.732187001,38.71192185,-5.94685964
YM3D_1_20_2_Rt,0.946789112,-0.220712031,36.69762418,-6.050014181
YM3D_1_20_2_Rz,0.61713811,0.296851928,34.92652485,-6.32178672
YM3D_1_20_2_S,0.644863065,-0.690578918,38.64202078,-6.557851918
YM3D_1_20_3_Rt,0.953661915,-0.373951556,35.93770661,-6.077786557
YM3D_1_20_3_Rz,0.533836383,-0.661148811,35.09503483,-6.266241967
YM3D_1_20_3_S,0.729138005,-0.161851816,38.00362847,-6.775071576
YM3D_2_1_1_Rt,0.969891049,0.052490365,37.19523955,-7.786182244
YM3D_2_1_1_Rz,0.75391816,0.128993912,39.11040604,-8.796741319
YM3D_2_1_1_Rz,0.769032051,0.289218235,39.32296195,-7.494927947
YM3D_2_1_1_S,1.076422283,0.702488922,38.03008832,-9.636275981
YM3D_2_1_2_Rt,0.869389712,0.396548243,34.71055765,-9.018932987
YM3D_2_1_2_Rz,0.484784466,0.540992367,34.12716921,-8.933782229
YM3D_2_1_2_S,0.947374269,0.952256885,36.73522893,-10.25748946
YM3D_2_1_3_Rt,0.86287016,-0.129067873,35.2514168,-7.988415293
YM3D_2_1_3_Rz,0.54725086,0.080576723,34.61696588,-8.772189314
YM3D_2_1_3_S,1.0323979,0.415606843,35.12721493,-9.477585932
YM3D_2_20_1_Rt,0.844147336,-1.093031782,35.58059222,-6.425705364
YM3D_2_20_1_Rz,0.488654123,-0.022740949,36.4962067,-7.096267581
YM3D_2_20_1_S,0.690246845,-1.139173655,36.28296584,-7.59943115
YM3D_2_20_2_Rt,0.755190933,-0.517261456,35.55505857,-6.618262191
YM3D_2_20_2_Rz,0.478055628,0.711516679,37.93921116,-6.722765394
YM3D_2_20_2_S,0.730196829,-0.435008552,37.3930644,-7.331399787
YM3D_2_20_3_Rt,0.862775207,0.188909815,35.13258201,-5.51130234
YM3D_2_20_3_Rz,0.503068944,0.641300786,34.73012045,-5.617740787
YM3D_2_20_3_S,0.718566383,0.297242908,36.92098861,-5.945764729
YM3D_3_1_1_Rt,1.04936394,0.583615724,39.58394822,-7.694521817
YM3D_3_1_1_Rz,0.683552878,0.961793845,37.63058845,-8.324102898
YM3D_3_1_1_S,1.0971114,1.629404288,40.20251072,-9.638526093
YM3D_3_1_2_Rt,0.912381533,0.408141075,38.24228669,-7.377757669
YM3D_3_1_2_Rz,0.537594239,0.811531071,37.11352449,-7.702416251
YM3D_3_1_2_S,1.090239311,1.062641344,40.36730078,-10.34310429
YM3D_3_1_3_Rt,0.879298219,-0.106181169,39.23971202,-7.670838516
YM3D_3_1_3_Rz,0.542631401,0.557395374,39.33526708,-7.82675358
YM3D_3_1_3_S,0.942936494,0.249810502,40.4651641,-9.468795771
YM3D_3_20_1_Rt,0.866644951,0.218149827,38.69281033,-5.790345861
YM3D_3_20_1_Rz,0.511277455,0.529106722,39.76837975,-6.571688229
YM3D_3_20_1_S,0.79218427,0.511166901,38.57733738,-6.810047103
YM3D_3_20_2_Rt,0.891224119,-0.042974232,37.88930603,-5.930789679
YM3D_3_20_2_Rz,0.526794964,0.331768693,37.35724749,-6.844663537
YM3D_3_20_2_S,0.786912108,0.142403917,39.40396291,-6.893126545
YM3D_3_20_3_Rt,0.901303799,-0.116726829,38.65196332,-5.895184204
YM3D_3_20_3_Rz,0.701199335,-0.258252082,36.01508671,-6.733890949
YM3D_3_20_3_S,0.776892698,-0.770533634,38.28430992,-7.160167607
YM4A_1_1_1_Rt,0.893080562,0.607355894,33.91148108,-6.367575341
YM4A_1_1_1_Rz,0.583046033,1.082254957,32.87495482,-6.837812806
YM4A_1_1_1_S,0.825415224,0.576782992,37.29893414,-8.119111112
YM4A_1_1_2_Rt,1.007775083,0.545190995,32.94648149,-6.088001385
YM4A_1_1_2_Rz,0.698652397,1.477664478,34.42141174,-6.954384279
YM4A_1_1_2_S,0.941559094,1.517409249,37.08564917,-7.324844468
YM4A_1_1_3_Rt_1,0.762364838,0.362350103,32.74138489,-6.468721954
YM4A_1_1_3_Rz_1,0.513322637,0.798684414,33.93188175,-7.030840432
YM4A_1_1_3_S_1,0.681439629,0.253266525,35.23016685,-7.280016861
YM4A_1_20_1_Rt,0.746034668,-0.248112475,34.80352686,-6.635217824
YM4A_1_20_1_Rz,0.623900353,-0.588080958,36.62961102,-7.290844278
YM4A_1_20_1_S,0.703019627,-0.426722783,35.29783472,-7.875056051
YM4A_1_20_1_S,0.697974058,-0.48761266,35.14605002,-7.826454392
YM4A_1_20_1_S,0.693091215,0.001536022,35.6713666,-7.806616981
YM4A_1_20_2_Rt,0.73845532,-0.059353855,35.25105732,-6.549916954
YM4A_1_20_2_Rz,0.617665112,-0.231875175,36.83864499,-7.104372609
YM4A_1_20_2_S,0.674414735,-0.905723152,37.25845062,-7.315641043
YM4A_1_20_3_Rt_1,1.009805638,-0.400224908,34.30619747,-6.182267163
YM4A_1_20_3_Rz_1,0.675854069,-0.045703281,34.06564016,-6.664923866
YM4A_1_20_3_S_1,0.769891607,2.421807649,34.49165935,-7.40246408
YM4A_2_1_1_Rt,0.792058726,0.259250605,35.73180191,-6.471629927
YM4A_2_1_1_Rz,0.481012743,0.378313364,34.85439236,-7.194299684
YM4A_2_1_1_S,0.802026472,-0.180365735,37.01116831,-7.707827242
YM4A_2_1_2_Rt,0.791309495,0.228721692,33.06221357,-6.215357092
YM4A_2_1_2_Rz,0.576766107,0.351854973,34.00216125,-6.943918179
YM4A_2_1_2_S,0.826835515,0.738554532,37.24159912,-7.314090051
YM4A_2_1_3_Rt,0.989561114,0.10151789,35.18963087,-6.249723181
YM4A_2_1_3_Rz,0.594121864,0.627632816,34.06101039,-7.513413367
YM4A_2_1_3_S,0.738233151,0.122888129,36.10943263,-7.24143032
YM4A_2_1_3_S,0.718821863,-0.137625258,36.46961906,-7.190372131
YM4A_2_1_3_S,0.762299643,-0.009403825,35.86802652,-7.275796409
YM4A_2_20_1_Rt,0.776813779,-0.097972264,34.42101943,-6.884358309
YM4A_2_20_1_Rz,0.469024648,0.069542797,34.90222195,-7.144648694
YM4A_2_20_1_S,0.743012753,-0.200286851,38.58273752,-7.039177869
YM4A_2_20_2_Rt,0.912304659,0.306061604,33.98587276,-6.373441101
YM4A_2_20_2_Rt,0.906728699,0.097629154,33.63815192,-6.424737742
YM4A_2_20_2_Rz,0.536085304,1.34345972,36.94563615,-7.055627447
YM4A_2_20_2_S,0.826478514,2.005495287,37.55925223,-7.175612605
YM4A_2_20_3_Rt,0.780190081,-0.169191241,35.43464987,-6.599877368
YM4A_2_20_3_Rz,0.456803941,0.526949188,34.11718717,-6.954994733
YM4A_2_20_3_S,0.764295148,0.141764858,37.48749091,-7.619751217
YM4A_3_1_1_Rt,1.094163386,0.536217399,39.48701328,-6.359375733
YM4A_3_1_1_Rz,0.534938729,0.93658197,38.50003505,-6.944550624
YM4A_3_1_1_S,0.905193485,1.272404142,40.95536467,-7.253420339
YM4A_3_1_2_Rt,0.879368045,0.580590299,38.89882763,-6.239972425
YM4A_3_1_2_Rz,0.538667643,0.99507352,41.49604606,-6.638641322
YM4A_3_1_2_S,0.750213751,0.402090226,41.08522893,-7.311641787
YM4A_3_1_3_Rt,1.018698097,0.325446126,37.65615564,-6.241946033
YM4A_3_1_3_Rz,0.548589613,0.844810746,36.72467311,-6.574499049
YM4A_3_1_3_S,1.0063377,1.193743093,39.47242133,-7.581039334
YM4A_3_20_1_Rt,0.840011961,0.396551379,37.27845835,-6.073211579
YM4A_3_20_1_Rz,0.518486637,0.402531319,36.86583186,-6.785321079
YM4A_3_20_1_S,0.735132066,0.081607857,38.60347551,-7.270940196
YM4A_3_20_2_Rt,0.761776737,0.253032812,38.01328692,-6.885214217
YM4A_3_20_2_Rz,0.601707514,0.913816214,37.11773346,-7.104781313
YM4A_3_20_2_S,0.807231013,0.076624574,39.03294849,-7.504353866
YM4A_3_20_3_Rt,0.777647784,-0.253268799,39.24706903,-6.594436171
YM4A_3_20_3_Rz,0.46006417,0.112504215,36.97515165,-7.012800503
YM4A_3_20_3_S,0.793062846,-0.573195604,40.88225607,-7.311490876
YM4B_1_1_1_Rt,0.795019606,0.681749953,35.27767046,-6.814103354
YM4B_1_1_1_Rz,0.651436713,1.179069144,37.16219219,-7.323856574
YM4B_1_1_1_S,0.926911427,1.499065509,37.48919983,-7.345590238
YM4B_1_1_2_Rt,0.797577272,0.172201601,33.19308753,-7.013657909
YM4B_1_1_2_Rz,0.574846116,1.367602034,34.98657719,-7.043294724
YM4B_1_1_2_S,0.880088693,0.770411366,36.59497114,-8.412515581
YM4B_1_1_3_Rt_1,1.565496916,-0.526479049,38.94657051,-7.782293756
YM4B_1_1_3_Rz_1,0.742067741,-0.346693153,37.85677262,-7.738682809
YM4B_1_1_3_S_1,0.93187826,-0.658793389,40.51929473,-7.779350727
YM4B_1_20_1_Rt,0.764706648,0.391231238,35.65924311,-6.516193354
YM4B_1_20_1_Rz,0.593290678,0.022847479,37.93216704,-7.009153033
YM4B_1_20_1_S,0.715173265,-0.806269686,38.00177039,-7.675690064
YM4B_1_20_2_Rt,0.799476395,-0.081680144,35.77758245,-6.375347731
YM4B_1_20_2_Rz,0.44761587,0.555633907,34.99706649,-6.828632587
YM4B_1_20_2_S,0.864796774,0.336430348,39.22978238,-7.473348465
YM4B_1_20_3_Rt_1,0.768793833,-0.268920602,35.49952121,-6.582519063
YM4B_1_20_3_Rz_1,0.543746645,0.03206927,35.93087787,-6.953340677
YM4B_1_20_3_S_1,0.618785382,-0.049743413,38.22488853,-7.682809726
YM4B_2_1_1_Rt,0.872236265,0.164974862,35.00974774,-6.958818098
YM4B_2_1_1_Rt,0.878362218,0.180017487,35.46691469,-6.081679044
YM4B_2_1_1_Rt,0.880923858,-0.099775323,35.44674088,-6.875557658
YM4B_2_1_1_Rt,0.88426775,-0.197050959,35.54488958,-7.198917971
YM4B_2_1_1_Rt,0.882349159,0.167983387,35.4712496,-7.059505142
YM4B_2_1_1_Rt,0.870493709,0.006525888,35.02883922,-6.810691966
YM4B_2_1_1_Rt,0.881568634,0.194057269,35.26536652,-5.698293762
YM4B_2_1_1_Rt,0.885818506,-0.164960027,35.56211905,-6.957849953
YM4B_2_1_1_Rt,0.87417758,-0.09175259,35.20229374,-6.834895582
YM4B_2_1_1_Rt,0.878108765,0.149932238,35.20540118,-6.028431088
YM4B_2_1_1_Rz,0.644420605,0.3755716,37.68999894,-7.080804324
YM4B_2_1_1_Rz,0.637992748,0.170991912,37.66968895,-6.935582626
YM4B_2_1_1_Rz,0.643957569,0.24419935,37.72125655,-7.098230928
YM4B_2_1_1_Rz,0.632167519,-0.056653133,37.1107391,-7.05079184
YM4B_2_1_1_Rz,0.643417635,0.099790158,37.70827468,-6.700323476
YM4B_2_1_1_Rz,0.64028596,0.390614225,37.72780639,-6.201728981
YM4B_2_1_1_Rz,0.645084604,0.104804366,37.62852383,-6.506694546
YM4B_2_1_1_Rz,0.645444812,0.399639799,37.68329786,-6.080710899
YM4B_2_1_1_Rz,0.638620635,-0.081724174,37.76462941,-7.065314009
YM4B_2_1_1_Rz,0.627794614,0.247207874,37.25834859,-6.738081117
YM4B_2_1_1_S,0.790708443,0.422705156,36.51862705,-8.403289917
YM4B_2_1_1_S,0.787372327,0.43774778,36.36706213,-8.066375579
YM4B_2_1_1_S,0.790596293,0.180017487,36.41004232,-8.345201238
YM4B_2_1_1_S,0.778981992,0.122855515,36.38779574,-8.548511615
YM4B_2_1_1_S,0.787823421,0.32542952,36.11200103,-8.594982558
YM4B_2_1_1_S,0.786651095,0.411673898,36.48690854,-8.024745359
YM4B_2_1_1_S,0.817999319,0.396631274,36.17763579,-7.897918409
YM4B_2_1_1_S,0.810693588,0.673415558,36.33461718,-8.504945105
YM4B_2_1_1_S,0.797944959,0.209099893,36.43798708,-8.492359225
YM4B_2_1_2_Rt,0.845761772,0.099790158,37.50227663,-6.511535269
YM4B_2_1_2_Rt,0.849507644,-0.194042434,37.4271801,-6.608349734
YM4B_2_1_2_Rt,0.849213177,-0.106795214,37.32569341,-6.456351024
YM4B_2_1_2_Rt,0.846661286,-0.103786689,37.41632066,-6.702259765
YM4B_2_1_2_Rt,0.847983125,-0.088744065,37.31541449,-6.684833162
YM4B_2_1_2_Rt,0.840820143,-0.218110632,37.21841015,-6.887175394
YM4B_2_1_2_Rt,0.847783005,0.092770267,37.31732563,-6.346950678
YM4B_2_1_2_Rt,0.853486882,-0.096766798,37.32467944,-6.459255458
YM4B_2_1_2_Rt,0.845954064,-0.041610509,37.33710277,-6.485395363
YM4B_2_1_2_Rt,0.809724095,0.043631028,35.8608503,-5.989705302
YM4B_2_1_2_Rz,0.481012252,1.068535153,38.87433039,-6.769061746
YM4B_2_1_2_Rz,0.469555341,0.55608309,38.58447946,-6.863939922
YM4B_2_1_2_Rz,0.467105005,0.579148447,39.01895549,-6.166875773
YM4B_2_1_2_Rz,0.47588377,0.563102981,39.18436446,-6.145576591
YM4B_2_1_2_Rz,0.47374755,0.563102981,39.19294015,-6.025526654
YM4B_2_1_2_Rz,0.484813206,0.41267674,39.34439351,-6.467000615
YM4B_2_1_2_Rz,0.476043852,0.64333031,39.23096586,-6.816500834
YM4B_2_1_2_Rz,0.468455339,0.501929643,39.15700333,-5.973246843
YM4B_2_1_2_Rz,0.466956987,0.322420995,39.22823674,-6.732272249
YM4B_2_1_2_Rz,0.469600336,0.386602858,39.04512194,-6.351791402
YM4B_2_1_2_S,0.821145742,0.118844148,36.83795737,-7.451603725
YM4B_2_1_2_S,0.839748695,0.11984699,37.78318212,-7.352852971
YM4B_2_1_2_S,0.821613964,-0.044619034,36.92098282,-7.762378158
YM4B_2_1_2_S,0.829821724,0.24419935,37.56157388,-7.24442077
YM4B_2_1_2_S,0.836639313,-0.064675866,37.71200925,-7.945357497
YM4B_2_1_2_S,0.837039135,0.013545779,37.71892675,-7.561972215
YM4B_2_1_2_S,0.83095257,0.149932238,37.72304724,-7.184395801
YM4B_2_1_2_S,0.83151512,0.028588404,37.68577143,-6.665470269
YM4B_2_1_2_S,0.835004435,0.028588404,37.8241572,-7.114689387
YM4B_2_1_2_S,0.839011678,0.074719118,37.93110396,-6.977212846
YM4B_2_1_3_Rt,0.748611935,0.163972021,34.31085396,-7.353821115
YM4B_2_1_3_Rt,0.746132784,0.185031695,34.25280941,-7.30057316
YM4B_2_1_3_Rt,0.747658137,0.280301647,34.38347076,-7.360598128
YM4B_2_1_3_Rt,0.748285397,0.2381823,34.31517915,-7.098230928
YM4B_2_1_3_Rt,0.748788444,0.206091368,34.38033752,-7.304445738
YM4B_2_1_3_Rt,0.738818362,0.316403945,34.01007223,-6.24529549
YM4B_2_1_3_Rt,0.739523818,0.17600612,34.18875579,-7.030460802
YM4B_2_1_3_Rt,0.74717569,0.2381823,34.23665044,-6.623840049
YM4B_2_1_3_Rt,0.723265109,0.105807207,33.2316189,-7.168905487
YM4B_2_1_3_Rt,0.745521904,0.234170933,34.2827963,-6.631585206
YM4B_2_1_3_Rz,0.59245055,0.732583213,37.66938368,-5.658599832
YM4B_2_1_3_Rz,0.598867901,0.258239132,37.63009149,-7.124370833
YM4B_2_1_3_Rz,0.597308246,0.684446816,37.57182117,-7.037237815
YM4B_2_1_3_Rz,0.587562851,0.660378617,37.55805201,-5.963565397
YM4B_2_1_3_Rz,0.592065888,0.260244815,37.71508797,-7.443858568
YM4B_2_1_3_Rz,0.586516901,0.419696631,37.63610047,-7.199886116
YM4B_2_1_3_Rz,0.568725451,0.846907157,36.85123299,-6.962690676
YM4B_2_1_3_Rz,0.603167124,0.494909752,37.81660651,-7.071122877
YM4B_2_1_3_Rz,0.612290892,0.480869969,37.80386775,-6.877493947
YM4B_2_1_3_Rz,0.586575782,0.441759147,37.5016705,-6.785520205
YM4B_2_1_3_S,0.851261008,0.400642641,37.87394081,-8.664688973
YM4B_2_1_3_S,0.835036295,0.55006604,37.65131411,-8.095419918
YM4B_2_1_3_S,0.854250082,0.585165497,37.92826611,-8.071216302
YM4B_2_1_3_S,0.85519217,0.333452253,36.26539083,-8.711159916
YM4B_2_1_3_S,0.854928615,0.392619908,37.84103253,-8.749885702
YM4B_2_1_3_S,0.852592433,0.631296211,37.8747751,-7.172778066
YM4B_2_1_3_S,0.857855752,0.553074565,37.88836106,-7.445794857
YM4B_2_1_3_S,0.851014032,0.435742097,37.91030522,-7.725588661
YM4B_2_1_3_S,0.843332268,0.386602858,37.76610775,-8.269685955
YM4B_2_1_3_S,0.85341607,0.365543184,37.83154758,-8.22902388
YM4B_2_20_1_Rt,0.819377354,0.250097951,34.77657276,-6.101551911
YM4B_2_20_1_Rz,0.498177013,0.905111928,34.48016175,-6.586330657
YM4B_2_20_1_S,0.90944287,-0.341721722,39.13309805,-6.851459153
YM4B_2_20_2_Rt,1.021795175,0.29523674,31.60426396,-6.120904356
YM4B_2_20_2_Rz,0.739501113,0.864988561,33.22080783,-6.259274337
YM4B_2_20_2_S,0.854401219,0.880034824,36.42188441,-6.468280743
YM4B_2_20_3_Rt,0.89702812,-0.22636704,36.77956223,-6.340554606
YM4B_2_20_3_Rz,0.664207366,0.07756747,37.29166282,-6.272821049
YM4B_2_20_3_S,0.843702471,0.030422513,38.81617978,-7.142713449
YM4B_3_1_1_Rt,0.907899646,0.623954723,38.95030094,-6.81429247
YM4B_3_1_1_Rz,0.604006872,1.538641539,38.25033545,-6.800477211
YM4B_3_1_1_S,1.051106889,1.042471844,40.71817139,-7.711297489
YM4B_3_1_2_Rt,0.85776559,0.211488452,38.11645569,-6.612984413
YM4B_3_1_2_Rz,0.687462021,0.048115504,36.34301474,-6.722519679
YM4B_3_1_2_S,0.916129265,0.4595733,40.87206299,-7.330391067
YM4B_3_1_3_Rt,0.859687405,0.49789535,39.28491397,-7.184344045
YM4B_3_1_3_Rz,0.580558056,0.569497074,36.3259962,-7.232697451
YM4B_3_1_3_S,0.902547883,0.99709047,39.80313696,-8.662576739
YM4B_3_20_1_Rt,0.784753615,-0.084833814,37.38031798,-8.397457863
YM4B_3_20_1_Rz,0.584163738,0.163333708,34.09569242,-8.986926283
YM4B_3_20_1_S,0.727646058,0.174296932,38.89505384,-8.884066022
YM4B_3_20_2_Rt,0.940083238,0.116129662,36.99459303,-7.924682095
YM4B_3_20_2_Rz,0.55705535,0.198216693,35.80465063,-7.897003132
YM4B_3_20_2_S,0.72212389,0.200210006,38.09247509,-8.186792136
YM4B_3_20_3_Rt,1.052357947,-0.377471242,37.09284214,-7.74339872
YM4B_3_20_3_Rz,0.582915565,-0.078138967,35.70586128,-8.048193844
YM4B_3_20_3_S,0.624017814,0.349053784,38.00229223,-7.895796282
YM4C_1_1_1_Rt_1,0.636705688,0.828609724,32.45201986,-8.978769943
YM4C_1_1_1_Rz_1,0.537142095,0.858923687,35.4850626,-9.251097913
YM4C_1_1_1_S_1,0.748579537,1.295444764,32.10760477,-10.37804057
YM4C_1_1_2_Rt,0.723940587,0.696017307,32.4564221,-9.182084879
YM4C_1_1_2_Rz,0.535504932,1.432824223,33.53567782,-9.716535444
YM4C_1_1_2_S,0.910527271,0.786716913,36.20947481,-11.12922363
YM4C_1_1_3_Rt_1,0.656228174,0.727982095,33.8435645,-8.88887254
YM4C_1_1_3_Rz_1,0.56170142,0.870396766,35.33674672,-9.921875607
YM4C_1_1_3_S_1,0.82090012,1.220878261,34.31731281,-10.69687316
YM4C_1_20_1_Rt,1.157611779,-0.096902613,37.96059117,-6.445770543
YM4C_1_20_1_Rz,0.754790754,-0.217667537,34.1215508,-6.709608117
YM4C_1_20_1_S,0.867826447,0.235962051,39.74566966,-7.666763229
YM4C_1_20_2_Rt,0.918898158,-0.113139914,38.39346351,-6.579673071
YM4C_1_20_2_Rz,0.511574074,0.971714737,34.8868697,-6.753250423
YM4C_1_20_2_S,0.76695981,-0.017745772,38.11676716,-7.067673397
YM4C_1_20_3_Rt_1,0.98751261,-0.280214075,39.96662968,-6.179471513
YM4C_1_20_3_Rz_1,0.664882352,0.486293316,35.89546257,-6.81329617
YM4C_1_20_3_Rz_1,0.688668537,-0.106070823,36.4609003,-6.518905662
YM4C_1_20_3_Rz_1,0.713103036,0.05560365,36.11557962,-6.823912989
YM4C_1_20_3_S_1,0.715807813,-0.702224813,37.03526198,-6.890556065
YM4C_2_1_1_Rt,0.831650074,0.529635454,33.87040426,-8.43019989
YM4C_2_1_1_Rz,0.607171268,0.675970582,35.21565978,-8.374964827
YM4C_2_1_1_S,1.000926034,1.381406818,37.40212255,-8.697653879
YM4C_2_1_2_Rt,0.806512004,0.802121554,37.35186908,-7.915641671
YM4C_2_1_2_Rz,0.490569628,0.947447474,38.61348146,-7.885601549
