SampleID,N,d15N,C,d13C
YM2A_2_20_1_S,0.701822311,0.175586116,37.37301156,-7.867101203
YM2A_2_20_1_S,0.70577967,0.041511775,37.53734965,-7.954425906
YM2A_2_20_1_S,0.687189681,0.106028751,37.40748721,-7.736593954
YM2A_2_20_1_S,0.687908336,0.125182228,37.4994533,-7.717401712
YM2A_2_20_1_S,0.690450779,-0.028045591,37.07980253,-7.638713518
YM2A_2_20_1_S,0.702140635,-0.023005202,37.35017327,-7.846949348
YM2A_2_20_1_S,0.699136254,0.265305036,37.3010523,-7.814322536
YM2A_2_20_1_S,0.700754531,0.159456872,37.024666,-7.345072208
YM2A_2_20_1_S,0.700416227,-0.032077902,36.91313197,-7.64447119
YM2A_2_20_1_S,0.696059989,0.128206462,36.89383116,-7.430477687
YM2A_2_20_2_Rt,0.84807058,-0.448414015,33.73244625,-6.659909152
YM2A_2_20_2_Rt,0.840450277,-0.148006843,33.41791603,-6.388338922
YM2A_2_20_2_Rt,0.847017994,-0.318371984,33.62795939,-6.329802582
YM2A_2_20_2_Rt,0.846554735,-0.254863086,33.53625485,-6.104293733
YM2A_2_20_2_Rt,0.849283716,-0.242766152,33.58275118,-6.381621637
YM2A_2_20_2_Rt,0.841956939,-0.187321876,33.50665356,-6.260710509
YM2A_2_20_2_Rt,0.842043956,-0.440349393,33.45769416,-6.742435795
YM2A_2_20_2_Rt,0.845187303,-0.285105418,33.62659573,-6.282781588
YM2A_2_20_2_Rt,0.848628586,-0.357687017,33.67484937,-6.38737931
YM2A_2_20_2_Rt,0.841660419,-0.281073107,33.4931994,-6.396975431
YM2A_2_20_2_Rz,0.534746971,0.34897549,32.33203674,-6.709808983
YM2A_2_20_2_Rz,0.549156391,-0.016956735,32.14056141,-7.035117492
YM2A_2_20_2_Rz,0.547212542,0.374177434,32.41070994,-6.793295237
YM2A_2_20_2_Rz,0.54706861,0.149376094,32.2098278,-6.782739504
YM2A_2_20_2_Rz,0.548113905,-0.04619099,32.52699754,-6.710768595
YM2A_2_20_2_Rz,0.54397887,0.178610349,32.38597045,-6.491977031
YM2A_2_20_2_Rz,0.541957494,0.029414842,32.46675588,-6.88925645
YM2A_2_20_2_Rz,0.556013162,-0.227644986,32.37947145,-6.864306535
YM2A_2_20_2_Rz,0.538589174,-0.15405531,32.41095195,-6.95738891
YM2A_2_20_2_Rz,0.538763645,0.361072423,32.34012036,-6.549553758
YM2A_2_20_2_S,0.956238591,-0.091554489,36.88980683,-6.759708813
YM2A_2_20_2_S,0.93546377,-0.239741919,36.2472347,-7.113805686
YM2A_2_20_2_S,0.959357579,-0.435309004,37.22137631,-7.665582657
YM2A_2_20_2_S,0.965920175,-0.235709608,37.02907258,-7.021682923
YM2A_2_20_2_S,0.946944983,-0.344582006,36.75283663,-7.490933251
YM2A_2_20_2_S,0.954780855,-0.295186196,37.08432659,-7.543711917
YM2A_2_20_2_S,0.947455038,-0.362727405,36.5462884,-6.521725007
YM2A_2_20_2_S,0.958338823,-0.395993971,36.93166761,-7.175220862
YM2A_2_20_2_S,0.954718662,-0.35163855,36.97076715,-7.287495481
YM2A_2_20_2_S,0.958193966,-0.460510948,36.92390175,-7.32779919
YM2A_2_20_3_Rt,0.737383926,0.442761988,34.3703475,-7.030460802
YM2A_2_20_3_Rt,0.728568298,0.233168092,34.15714417,-6.785520205
YM2A_2_20_3_Rt,0.731266549,0.013545779,34.34333965,-6.790360929
YM2A_2_20_3_Rt,0.723492063,-0.263238505,34.19606855,-7.072091022
YM2A_2_20_3_Rt,0.734035329,-0.145906037,34.24713018,-6.893952406
YM2A_2_20_3_Rt,0.725601516,-0.154931611,34.23133553,-6.839736306
YM2A_2_20_3_Rt,0.730805202,0.116838465,34.16349582,-6.423434106
YM2A_2_20_3_Rt,0.723425984,-0.31037206,34.16613338,-7.074995456
YM2A_2_20_3_Rt,0.72852717,0.277293123,34.05685936,-6.569623948
YM2A_2_20_3_Rt,0.729862848,0.042628186,34.34393135,-7.019811211
YM2A_2_20_3_Rz,0.494089735,0.969951388,35.15457107,-6.240558655
YM2A_2_20_3_Rz,0.492832165,0.468936743,35.28834578,-6.895973735
YM2A_2_20_3_Rz,0.485289582,0.47498521,35.29209298,-6.678141783
YM2A_2_20_3_Rz,0.483935982,0.356032034,35.39016886,-7.113805686
YM2A_2_20_3_Rz,0.495735477,0.491114454,35.28600095,-7.07925965
YM2A_2_20_3_Rz,0.486963132,0.755230826,35.12156781,-6.312529564
YM2A_2_20_3_Rz,0.488754685,0.269337347,35.23128281,-6.968904256
YM2A_2_20_3_Rz,0.486889216,0.781440847,35.0907175,-6.517886558
YM2A_2_20_3_Rz,0.481904098,0.604019162,35.19934085,-6.332681419
YM2A_2_20_3_Rz,0.48848415,0.565712208,35.22523188,-6.705970534
YM2A_2_20_3_S,0.732572089,-0.111716044,36.56189115,-7.494771699
YM2A_2_20_3_S,0.725197284,-0.187321876,36.45291306,-6.777941443
YM2A_2_20_3_S,0.726753666,-0.295186196,36.50702182,-6.999611844
YM2A_2_20_3_S,0.729888512,-0.359703172,36.59378273,-6.963146583
YM2A_2_20_3_S,0.737646179,-0.233693453,36.65881857,-6.607130486
YM2A_2_20_3_S,0.739042948,-0.478656347,36.72483614,-7.075421202
YM2A_2_20_3_S,0.734752452,-0.297202351,36.66719282,-6.966985032
YM2A_2_20_3_S,0.732104862,-0.308291207,36.69832549,-7.161786293
YM2A_2_20_3_S,0.728605695,-0.6258357,36.63776116,-7.681896063
YM2A_2_20_3_S,0.733610573,-0.247806541,36.69718733,-7.315324232
YM2A_3_1_1_Rt,0.899999689,0.396708143,38.42856574,-6.908276606
YM2A_3_1_1_Rz,0.608947616,2.104664897,39.03127931,-7.582246132
YM2A_3_1_1_S,0.923002158,0.645102086,39.75521471,-8.206291989
YM2A_3_1_2_Rt,0.874217295,0.588468267,38.74954617,-6.763497967
YM2A_3_1_2_Rz,0.582861067,1.301855672,35.02835393,-7.379556037
YM2A_3_1_2_S,0.880978226,0.339080748,39.72112956,-7.795919433
YM2A_3_1_3_Rt,0.805318763,0.935226212,37.37873241,-6.782468961
YM2A_3_1_3_Rz,0.541423688,1.209453125,37.53333013,-7.0959896
YM2A_3_1_3_S,0.794205591,0.729556027,39.26361224,-7.641156061
YM2A_3_20_1_Rt,0.791132496,0.337748633,37.98441178,-6.726967662
YM2A_3_20_1_Rz,0.548644464,-0.019054471,39.51126102,-7.212586779
YM2A_3_20_1_S,0.762686107,0.311835558,40.5631626,-7.180937468
YM2A_3_20_2_Rt,0.813663764,0.232103021,39.61833431,-6.724000539
YM2A_3_20_2_Rz,0.486508928,0.35070517,41.81952653,-7.31544704
YM2A_3_20_2_S,0.8253861,0.070644633,41.33228093,-7.442044284
YM2A_3_20_3_Rt,0.807934184,-0.01008456,37.91784613,-6.60333754
YM2A_3_20_3_Rz,0.506058663,0.327782066,39.04939245,-7.001921052
YM2A_3_20_3_Rz,0.503806457,0.343728573,38.37914534,-7.085000494
YM2A_3_20_3_Rz,0.499032494,0.117487499,38.04474187,-7.023679953
YM2A_3_20_3_S,0.81626677,0.091574424,40.28113719,-7.044449814
YM2B_1_1_1_Rt,1.094234881,0.335257074,36.92711664,-6.539468868
YM2B_1_1_1_Rz,0.605062661,0.723532918,33.15605948,-7.09367731
YM2B_1_1_1_S,0.817758728,1.039452896,38.12016187,-7.858307139
YM2B_1_1_1_S,0.821962727,1.099579601,37.80409713,-8.084534827
YM2B_1_1_1_S,0.817758728,0.937543225,38.12016187,-7.877077122
YM2B_1_1_2_Rt,0.828860751,0.396402876,36.44621893,-7.185551437
YM2B_1_1_2_Rz,0.757630001,-0.263971787,35.85351885,-7.901774468
YM2B_1_1_2_S,0.804584467,0.408632036,38.83831271,-8.469813423
YM2B_1_1_3_Rt,0.994894947,0.399460166,37.45873156,-7.175672498
YM2B_1_1_3_Rz,0.832659223,-0.022445869,38.02206762,-7.508592721
YM2B_1_1_3_S,0.907651699,0.980345287,38.91003759,-8.555760187
YM2B_1_20_1_Rt,0.915350808,-0.020790266,36.03081747,-6.067867851
YM2B_1_20_1_Rz,0.617016365,0.670309843,34.3009719,-6.608437318
YM2B_1_20_1_S,0.75533449,0.031980961,36.44440697,-6.427916872
YM2B_1_20_2_Rt,0.884453996,-0.245067982,35.67415108,-6.190859803
YM2B_1_20_2_Rz,0.530170463,0.740333202,33.74526395,-6.711591859
YM2B_1_20_2_S,0.781813164,-0.039057229,37.54691458,-6.912941587
YM2B_1_20_3_Rt_1,0.654172598,-0.425377907,32.36601056,-6.140617355
YM2B_1_20_3_Rz_1,0.587258548,-0.258651107,36.02659018,-6.674380176
YM2B_1_20_3_S_1,0.568264007,0.44261192,33.84696388,-6.922941341
YM2B_2_1_1_Rt,0.842682551,-0.737611733,35.23164574,-7.231909802
YM2B_2_1_1_Rz,0.57284699,-0.590083776,37.22124637,-8.070679949
YM2B_2_1_1_S,0.774518828,-0.396074409,37.22192817,-8.74209218
YM2B_2_1_2_Rt,0.948253577,-0.145478976,36.070667,-6.824903272
YM2B_2_1_2_Rz,0.683669303,0.217278123,34.24668486,-7.263598874
YM2B_2_1_2_S,0.918458107,0.312261876,36.97509558,-8.552948026
YM2B_2_1_3_Rt,0.776230351,0.271843258,35.28804574,-7.164570522
YM2B_2_1_3_Rz,0.626314958,0.201110676,36.94589515,-7.012066859
YM2B_2_1_3_S,0.879197696,0.075812959,36.40724084,-7.920156853
YM2B_2_20_1_Rt,0.847366224,-0.09386715,36.02699133,-7.584109322
YM2B_2_20_1_Rz,0.535656417,-0.068426389,36.64828498,-7.775577532
YM2B_2_20_1_S,0.735208575,-0.391015232,38.80346423,-8.310706632
YM2B_2_20_2_Rt,0.807253234,-0.150854453,37.91172907,-7.481011055
YM2B_2_20_2_Rz,0.537531164,0.02723087,40.19374658,-8.010248825
YM2B_2_20_2_S,0.79370388,0.134082064,38.94475913,-8.37943881
YM2B_2_20_3_Rt,0.784849258,-0.048073781,38.12831388,-7.519304697
YM2B_2_20_3_Rz,0.417215811,0.437335928,39.6312764,-7.952317418
YM2B_2_20_3_S,0.755301258,-0.530430599,38.87725693,-8.539486596
YM2B_3_1_1_Rt,0.886599821,1.675440163,39.17001453,-6.870334618
YM2B_3_1_1_Rz,0.582130966,1.724125376,35.38925936,-7.201827777
YM2B_3_1_1_S,0.940603067,0.666960753,38.57663931,-8.276185125
YM2B_3_1_1_S,0.894277753,-0.03962182,39.29381145,-8.359627849
YM2B_3_1_1_S,0.902316292,-0.070311722,39.70556959,-8.394843407
YM2B_3_1_2_Rt,1.069120575,-0.019976545,38.00024905,-6.995721555
YM2B_3_1_2_Rz,0.633538868,0.5608914,36.49412249,-7.196722159
YM2B_3_1_2_Rz,0.631998582,0.28807474,36.4312628,-7.178986812
YM2B_3_1_2_S,0.849885828,0.788406401,40.19937528,-8.677623669
YM2B_3_1_3_Rt,1.027182542,-0.055211169,40.38826106,-7.036118736
YM2B_3_1_3_Rz,0.72651894,0.374651245,39.40642199,-7.465708262
YM2B_3_1_3_S,0.953504273,0.936391822,41.43389173,-8.074621857
YM2B_3_20_1_Rt,0.810693445,0.200210006,39.15110458,-6.988074478
YM2B_3_20_1_Rz,0.744319144,1.844693585,40.23836546,-6.789277243
YM2B_3_20_1_S,0.875985894,-0.506419604,41.02421018,-7.995907229
YM2B_3_20_2_Rt,0.911592869,-0.497449694,38.84192741,-6.834773128
YM2B_3_20_2_Rz,0.530494254,-0.193469396,39.51033452,-7.12258405
YM2B_3_20_2_S,0.812253437,-0.668874649,41.04318977,-7.085000494
YM2B_3_20_3_Rt,0.828085071,0.080611201,37.73472906,-6.926753938
YM2B_3_20_3_Rz,0.535754561,1.235736333,38.27118675,-7.208630615
YM2B_3_20_3_S,0.775173883,-0.200445993,37.83043636,-7.907882582
YM2C_1_1_1_Rt,0.790742845,0.443281324,37.20808972,-8.639731163
YM2C_1_1_1_Rz,0.58971757,0.185449859,36.7953473,-9.319402122
YM2C_1_1_1_S,0.9439468,0.557420155,37.31328481,-10.26580442
YM2C_1_1_2_Rt,0.792362585,0.50035074,35.84506078,-7.48784695
YM2C_1_1_2_Rz,0.518064849,0.731685691,34.25953321,-8.742472122
YM2C_1_1_2_S,0.840626596,0.531942738,36.51456789,-9.65627392
YM2C_1_1_3_Rt,0.71081152,0.920218581,32.07984955,-8.078607464
YM2C_1_1_3_Rz,0.411453498,1.306456232,33.63848506,-9.377687859
YM2C_1_1_3_S,0.934503554,0.629776021,36.45568101,-9.084283389
YM2C_1_20_1_Rt,0.867531324,0.098959826,36.63846027,-6.330713555
YM2C_1_20_1_Rz,0.475899572,0.32222271,35.47199824,-7.252161325
YM2C_1_20_1_S,0.705251622,-1.00619145,37.58326189,-7.702470569
YM2C_1_20_2_Rt,0.797052168,0.207546774,35.3634226,-6.724486176
YM2C_1_20_2_Rz,0.645827258,-0.033983073,37.86114572,-7.452519183
YM2C_1_20_2_S,0.737369794,-0.681445437,36.9426898,-7.134128726
YM2C_1_20_3_Rt,0.919860709,-0.150688671,36.08582646,-6.388242049
YM2C_1_20_3_Rt,0.926317238,-0.427737614,35.73361794,-6.568762495
YM2C_1_20_3_Rt,0.90432461,-0.292765052,36.14491772,-6.359477802
YM2C_1_20_3_Rz,0.527614073,0.199428124,36.03680422,-6.96947821
YM2C_1_20_3_S,0.817116394,-0.543428381,38.19313902,-7.056762821
YM2C_2_1_1_Rt,0.792844663,0.425434007,35.21844192,-8.423220884
YM2C_2_1_1_Rz,0.532879496,1.694578619,36.3524706,-8.827256563
YM2C_2_1_1_S,0.957195559,1.339905244,35.3224064,-10.7127564
YM2C_2_1_2_Rt,0.760481746,0.363795614,35.06450911,-9.002536747
YM2C_2_1_2_Rz,0.464032864,0.703312007,37.45816402,-9.603638848
YM2C_2_1_2_S,0.744616955,0.89833184,36.06094645,-11.60698242
YM2C_2_1_3_Rt,0.738195196,-0.13335339,33.49132946,-8.936187751
YM2C_2_1_3_Rz,0.467323068,1.225722648,36.07858652,-9.453115752
YM2C_2_1_3_S,0.944823922,0.560836378,35.51317114,-11.65352575
YM2C_2_20_1_Rt,0.753928144,0.557416317,36.66119873,-6.614003724
YM2C_2_20_1_Rz,0.594479796,-0.120325541,37.57896856,-7.161897372
YM2C_2_20_1_S,0.730610898,-0.396103384,39.11179739,-6.979266156
YM2C_2_20_2_Rt,0.727251552,-0.350310015,35.41294318,-6.515814899
YM2C_2_20_2_Rz,0.494082453,0.882040421,36.06107487,-7.125567506
YM2C_2_20_2_Rz,0.478580776,0.471935362,35.46863599,-7.187426466
YM2C_2_20_2_Rz,0.488188379,0.495340862,35.54335919,-7.297397951
YM2C_2_20_2_S,0.76909404,0.181910693,39.33605749,-7.297397951
YM2C_2_20_3_Rt,0.769273727,-0.125413693,35.97431291,-6.570800641
YM2C_2_20_3_Rz,0.427243876,0.894251986,35.81580308,-6.919370972
YM2C_2_20_3_S,0.730687863,-0.633211271,39.29888149,-6.935081184
YM2C_3_1_1_Rt,0.984272308,0.665588569,40.21844608,-8.38400514
YM2C_3_1_1_Rz,0.555659832,1.252496735,40.07722089,-8.716050255
YM2C_3_1_1_S,0.91641305,1.186054301,40.7663451,-8.884536056
YM2C_3_1_2_Rt,0.941171544,0.913237641,39.18077697,-8.628358815
YM2C_3_1_2_Rz,0.688145823,1.637057489,38.26209702,-9.802832933
YM2C_3_1_2_S,1.248130568,1.78504291,41.69952995,-9.499361433
YM2C_3_1_3_Rt,0.888969245,0.470288081,39.96152401,-8.109107255
YM2C_3_1_3_Rz,0.593633283,1.25954366,38.00719969,-9.310184394
YM2C_3_1_3_S,0.940412314,1.121625274,39.49802345,-10.33292276
YM2C_3_20_1_Rt,0.881733002,-0.144633217,38.95065956,-6.43025537
YM2C_3_20_1_Rz,0.556045216,1.231749706,40.25331654,-7.468748391
YM2C_3_20_1_S,0.856944761,0.018818484,40.25831451,-7.285775811
YM2C_3_20_2_Rt,0.876456226,-0.469543306,40.03520719,-6.102882808
YM2C_3_20_2_Rz,0.572392813,0.052704813,42.25013309,-5.942658171
YM2C_3_20_2_S,0.819760636,-0.625021753,41.3387443,-7.453912776
YM2C_3_20_3_Rt,0.948517827,-0.317054828,39.9733357,-5.876392426
YM2C_3_20_3_Rz,0.611287067,0.62976905,40.04914757,-6.282888265
YM2C_3_20_3_S,0.854484694,-0.589142112,41.00250447,-6.633008769
YM2D_1_1_1_Rt,0.812582498,1.183145531,34.21259884,-8.348302482
YM2D_1_1_1_Rz,0.579726599,1.583650535,36.05773737,-9.156399639
YM2D_1_1_1_S,0.935876831,1.454225254,37.6026076,-10.34977539
YM2D_1_1_2_Rt,0.795286635,0.984421674,34.84704722,-8.183324211
YM2D_1_1_2_Rz,0.5787526,0.823404395,36.5752071,-9.04575553
YM2D_1_1_2_S,0.940473713,1.046586572,35.51360386,-9.418191506
YM2D_1_1_3_Rt,0.840383435,0.122265863,36.30132311,-8.135905307
YM2D_1_1_3_Rz,0.594600138,0.346467138,35.90786367,-7.32286868
YM2D_1_1_3_S,0.888446216,0.863149166,37.44655472,-10.30334438
YM2D_1_20_1_Rt,0.830342486,-0.467316034,35.56575784,-6.422957519
YM2D_1_20_1_Rz,0.579891833,0.43182449,36.3225365,-6.769120352
YM2D_1_20_1_S,0.720692579,-0.955449885,37.75335243,-7.902828427
YM2D_1_20_2_Rt_1,0.806029096,0.195408354,34.78069196,-6.534960226
YM2D_1_20_2_Rz_1,0.548054208,0.292370008,36.23727964,-7.246914271
YM2D_1_20_2_S_1,0.695883279,-0.88847102,34.84060095,-7.240258878
YM2D_1_20_3_Rt,0.985669591,-0.675356449,36.73703746,-6.312859885
YM2D_1_20_3_Rz,0.594652895,0.500833018,35.99586022,-6.939722092
YM2D_1_20_3_S,0.750258198,0.03908478,37.70088996,-7.231332043
YM2D_2_1_1_Rt,0.73217104,0.264769999,33.58620867,-8.855974785
YM2D_2_1_1_Rz,0.737477362,0.352680494,36.68928999,-10.06015955
YM2D_2_1_1_S,0.867482952,1.250984284,36.59907777,-11.30989736
YM2D_2_1_2_Rt,0.779720306,0.125325767,33.59573739,-8.383609543
YM2D_2_1_2_Rz,0.547196592,1.099414466,35.24884588,-8.592559367
YM2D_2_1_2_S,0.856058267,0.929656269,35.80596162,-10.70780498
YM2D_2_1_3_Rt,0.804043744,0.89833184,36.6641386,-8.094446753
YM2D_2_1_3_Rz,0.650860567,0.69825968,38.44826343,-8.920343215
YM2D_2_1_3_S,1.171458296,1.911828692,38.01090323,-10.29287618
YM2D_2_20_1_Rt,0.818542549,-0.111211485,35.53101092,-5.957219524
YM2D_2_20_1_Rz,0.517262711,0.586151089,35.87660367,-6.522167625
YM2D_2_20_1_S,0.736459384,-0.171763951,38.01435819,-6.444644729
YM2D_2_20_2_Rt,0.778147123,-0.253509781,34.93481449,-5.926210366
YM2D_2_20_2_Rz,0.455527851,-0.216169093,34.32321117,-5.862253977
YM2D_2_20_2_S,0.686233905,0.084218173,36.91712296,-7.436826083
YM2D_2_20_2_S,0.665625938,-0.012309122,37.64133092,-7.198554888
YM2D_2_20_3_Rt,0.925036825,-0.429993131,34.72201645,-7.18625645
YM2D_2_20_3_Rz,0.549666635,0.429723884,36.92405951,-6.193664355
YM2D_2_20_3_S,0.735705236,-0.23130721,37.30508977,-6.868113546
YM2D_3_1_1_Rt,0.879852103,0.788406401,39.96957575,-8.457902421
YM2D_3_1_1_Rz,0.522796062,1.627997157,39.33689757,-8.790932833
YM2D_3_1_1_S,0.892964304,1.124645385,40.19783166,-10.55954109
YM2D_3_1_2_Rt,0.81092404,0.798420897,38.83793305,-8.207660002
YM2D_3_1_2_Rz,0.465172359,1.283497367,40.49554078,-8.482978374
YM2D_3_1_2_S,1.000677519,0.964579522,41.88878381,-9.478670194
YM2D_3_1_3_Rt,0.799881273,0.665302198,39.72990924,-7.931354825
YM2D_3_1_3_Rz,0.457073707,1.181641393,40.34397747,-9.154992035
YM2D_3_1_3_S,0.823772845,1.029361669,40.78863275,-10.06679912
YM2D_3_20_1_Rt,0.93185771,0.212169887,39.68659546,-6.464871804
YM2D_3_20_1_Rz,0.555487915,1.089227796,38.52319861,-7.31544704
YM2D_3_20_1_S,0.877300719,0.067654663,40.0138402,-7.379734703
YM2D_3_20_2_Rt,1.112772811,0.100544335,40.32386182,-6.315526617
YM2D_3_20_2_Rz,0.571220682,1.288559138,36.82622126,-6.805101898
YM2D_3_20_2_S,0.808670134,1.140057288,40.06547936,-7.137419665
YM2D_3_20_3_Rt,0.899957515,0.362665051,39.61720838,-6.801145735
YM2D_3_20_3_Rz,0.527104751,0.98158887,36.91985117,-7.222477189
YM2D_3_20_3_S,0.90592809,0.492230424,39.97132919,-7.352041556
YM3A_1_1_1_Rt,0.7859224,1.169897274,34.19991356,-7.835585581
YM3A_1_1_1_Rz,0.558650432,0.643024278,32.06523865,-7.82768243
YM3A_1_1_1_S,0.804765332,0.417803907,36.02105759,-8.754326848
YM3A_1_1_2_Rt,0.754977154,0.201755406,35.2127815,-7.601454742
YM3A_1_1_2_Rz,0.494181011,1.051682056,33.78028136,-9.028961334
YM3A_1_1_2_S,0.767710472,0.945695999,36.49125228,-8.750375273
YM3A_1_1_3_Rt,0.778536403,0.586973959,32.44957283,-8.132941625
YM3A_1_1_3_Rz,0.546337418,-0.424989067,36.10335283,-8.796806283
YM3A_1_1_3_S,0.756943111,0.220099146,36.15340474,-9.040816061
YM3A_1_20_1_Rt,0.801248322,-0.068487337,34.27505723,-6.719526823
YM3A_1_20_1_Rz,0.569471981,0.338460011,36.75610174,-6.893104175
YM3A_1_20_1_S,0.754606476,0.265392158,37.32624303,-7.221413337
YM3A_1_20_2_Rt,1.119642377,-0.045146217,36.0089713,-5.859575029
YM3A_1_20_2_Rz,0.627740898,0.388186744,34.73046317,-6.485445366
YM3A_1_20_2_S,0.73106258,0.559693232,38.45393179,-6.357494061
YM3A_1_20_3_Rt,0.842624578,0.187250149,37.50099752,-6.6292666
YM3A_1_20_3_Rz,0.547430651,0.740333202,32.16382173,-6.7304374
YM3A_1_20_3_S,0.725088259,-0.180118779,38.60923516,-7.255136937
YM3A_2_1_1_Rt,0.813381445,-0.2040586,37.23104431,-5.53568878
YM3A_2_1_1_Rz,0.523917769,0.32274786,38.38052835,-6.660739801
YM3A_2_1_1_S,0.782979596,-0.165101279,38.16834301,-7.791287744
YM3A_2_1_1_S,0.716377022,-0.496728856,34.86065933,-6.978583672
YM3A_2_1_2_Rt,0.819406604,-0.114239108,37.12827203,-6.673337271
YM3A_2_1_2_Rz,0.443300481,0.658814049,33.90198256,-7.116186811
YM3A_2_1_2_S,0.766875131,-0.502784102,38.19884188,-7.977659987
YM3A_2_1_3_Rt,0.829801914,0.034114435,37.88012574,-7.148165006
YM3A_2_1_3_Rz,0.545791389,-0.069833966,33.47986109,-7.051261386
YM3A_2_1_3_S,0.799599785,0.093657694,38.4883263,-7.594890691
YM3A_2_20_1_Rt,0.833528747,0.429650021,36.27680338,-6.457636898
YM3A_2_20_1_Rz,0.519262611,1.421700287,37.44681727,-6.765340773
YM3A_2_20_1_S,0.771387866,-0.243419471,38.28498664,-7.370104677
YM3A_2_20_2_Rt,0.804020668,-0.120040116,35.39890967,-6.172188335
YM3A_2_20_2_Rz,0.574756213,-0.128064789,35.1788454,-6.961768089
YM3A_2_20_2_S,0.753198737,-0.936550648,37.05219947,-7.598463528
YM3A_2_20_3_Rt,0.836544683,-0.450054815,35.99296301,-6.423770119
YM3A_2_20_3_Rz,0.573509895,0.499865915,39.22227156,-7.44461159
YM3A_2_20_3_S,0.788409922,-0.213326946,36.4676165,-7.82779
YM3A_3_1_1_Rt,0.907753909,0.4636072,37.73780694,-6.361349341
YM3A_3_1_1_Rz,0.598473324,0.787327672,36.21866984,-6.435359657
YM3A_3_1_1_S,0.78237113,0.282081702,39.85585167,-7.836621622
YM3A_3_1_2_Rt,0.900528791,0.743963247,39.10946201,-6.702783595
YM3A_3_1_2_Rz,0.661609636,0.871031096,36.94238107,-7.212961367
YM3A_3_1_2_S,0.820809654,1.132226118,39.74228312,-7.619524698
YM3A_3_1_3_Rt,0.927716591,0.492852975,39.09244648,-6.532066468
YM3A_3_1_3_Rz,0.571864539,0.645132698,35.34586718,-7.212961367
YM3A_3_1_3_S,0.843147907,0.4958784,39.41162895,-8.150425358
YM3A_3_20_1_Rt,0.998515775,0.570966304,37.78371964,-5.967384195
YM3A_3_20_1_Rz,0.589727967,1.133080691,37.23584076,-6.760595055
YM3A_3_20_1_S,0.918144703,1.149027198,40.1538273,-7.008844339
YM3A_3_20_2_Rt,0.995857602,0.48425717,39.24449366,-6.005956793
YM3A_3_20_2_Rz,0.669658626,0.251039499,37.53271147,-6.27794306
YM3A_3_20_2_S,0.871322018,0.713488214,39.44597168,-7.00983338
YM3A_3_20_3_Rt,0.985562636,-0.06490068,38.02846167,-5.926833515
YM3A_3_20_3_Rz,0.547113088,0.919796154,38.81458831,-6.336296478
YM3A_3_20_3_S,0.87769786,0.172303618,41.02427168,-6.548940287
YM3B_1_1_1_Rt,0.865373787,0.423918487,34.0201371,-7.964999673
YM3B_1_1_1_Rz,0.554583006,1.593841502,35.9111807,-8.539953886
YM3B_1_1_1_S,0.808001589,1.080216764,35.10772312,-9.45276779
YM3B_1_1_2_Rt,0.792595114,0.150800571,36.0384262,-7.583672653
YM3B_1_1_2_Rz,0.589107427,1.029261929,34.01334871,-8.512292858
YM3B_1_1_2_S,0.916221568,0.78773601,37.16450751,-9.416215718
YM3B_1_1_3_Rt,0.850090392,0.710284661,34.92582102,-7.758529862
YM3B_1_1_3_Rz,0.605457438,0.414746617,37.76730056,-8.251488886
YM3B_1_1_3_S,0.886656643,0.747991239,38.03473327,-8.791866814
YM3B_1_20_1_Rt,0.732209776,0.186235317,35.09514331,-6.954600151
YM3B_1_20_1_Rz,0.438782551,0.663206024,35.4379698,-7.714373016
YM3B_1_20_1_S,0.723525854,-0.619540728,38.28337618,-7.983169944
YM3B_1_20_2_Rt,0.744626108,-0.366847737,35.56239417,-6.858388705
YM3B_1_20_2_Rz,0.517811511,-0.552561863,37.51110878,-7.844308063
YM3B_1_20_2_S,0.680306475,-0.881367201,37.34239758,-7.581462359
YM3B_1_20_3_Rt,0.662014354,-0.586051295,31.14131485,-6.982372527
YM3B_1_20_3_Rz,0.451431267,-0.630703872,33.97693862,-7.421771195
YM3B_1_20_3_S,0.651143929,-0.996043137,36.36119194,-8.092275708
YM3B_2_1_1_Rt,0.883904639,-0.225251963,37.83547136,-5.861284941
YM3B_2_1_1_Rz,0.580582169,0.429723884,39.10525516,-7.11909392
YM3B_2_1_1_S,0.812286939,0.002828994,39.87062749,-7.268325494
YM3B_2_1_2_Rt,0.851732298,0.157237784,38.14133626,-6.189788211
YM3B_2_1_2_Rz,0.694268857,0.493303974,39.92107217,-6.17719074
YM3B_2_1_2_S,0.888427856,0.216781043,39.02936445,-7.963124444
YM3B_2_1_3_Rt,0.765482462,-0.123321978,35.33336955,-6.124862786
YM3B_2_1_3_Rz,0.432327729,-0.132404848,34.07672151,-6.509570154
YM3B_2_1_3_S,0.720129252,0.274305886,35.99556034,-7.150103078
YM3B_2_20_1_Rt,0.872926806,-0.465302252,38.66445975,-6.449046497
YM3B_2_20_1_Rz,0.617868814,-0.172224692,38.49815967,-7.059780993
YM3B_2_20_1_S,0.721295391,-0.249564604,38.890151,-7.420133983
YM3B_2_20_2_Rt,0.814786231,-0.808243703,33.34223746,-6.39700642
YM3B_2_20_2_Rz,0.521955798,-0.60471762,35.05811449,-6.97141105
YM3B_2_20_2_S,0.720058353,-0.934429875,36.68242022,-7.614547858
YM3B_2_20_3_Rt,0.873585247,-0.616929185,36.43341573,-6.691572897
YM3B_2_20_3_Rz,0.4655508,0.218545388,36.46456906,-7.181535137
